Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,6521.06982421875,6601.10986328125,6518.2099609375,6594.56982421875,6594.56982421875,47388200
2023-01-03,6580.08984375,6696.10009765625,6580.08984375,6623.89013671875,6623.89013671875,73986700
2023-01-04,6660.60009765625,6780.830078125,6659.830078125,6776.43017578125,6776.43017578125,94387100
2023-01-05,6744.5,6792.08984375,6732.0400390625,6761.5,6761.5,71666600
2023-01-06,6772.93994140625,6860.9501953125,6757.4599609375,6860.9501953125,6860.9501953125,0
2023-01-09,6861.58984375,6928.43017578125,6851.66015625,6907.35986328125,6907.35986328125,78531000
2023-01-10,6882.009765625,6885.43994140625,6845.81005859375,6869.14013671875,6869.14013671875,64470300
2023-01-11,6879.10009765625,6946.669921875,6874.7099609375,6924.18994140625,6924.18994140625,76436500
2023-01-12,6947.33984375,7015.7001953125,6946.2998046875,6975.68017578125,6975.68017578125,82168400
2023-01-13,6989.58984375,7035.81982421875,6977.85986328125,7023.5,7023.5,76364900
2023-01-16,7036.47998046875,7052.52001953125,7016.31982421875,7043.31005859375,7043.31005859375,56440600
2023-01-17,7036.91015625,7104.89990234375,7020.81982421875,7077.16015625,7077.16015625,82336900
2023-01-18,7073.6201171875,7115.2001953125,7072.4501953125,7083.39013671875,7083.39013671875,68097000
2023-01-19,7047.64013671875,7056.14013671875,6946.740234375,6951.8701171875,6951.8701171875,80486000
2023-01-20,6996.22021484375,7015.9599609375,6965.4501953125,6995.990234375,6995.990234375,64034900
2023-01-23,7014.91015625,7044.509765625,6988.509765625,7032.02001953125,7032.02001953125,51105500
2023-01-24,7053.0400390625,7064.68994140625,7011.39990234375,7050.47998046875,7050.47998046875,57820900
2023-01-25,7057.81982421875,7070.83984375,6999.93017578125,7043.8798828125,7043.8798828125,55620400
2023-01-26,7095.10986328125,7117.52978515625,7078.02001953125,7095.990234375,7095.990234375,68505600
2023-01-27,7085.47021484375,7117.47998046875,7062.68994140625,7097.2099609375,7097.2099609375,68167800
2023-01-30,7054.240234375,7103.66015625,7030.9501953125,7082.009765625,7082.009765625,60633400
2023-01-31,7075.08984375,7088.97021484375,7025.52978515625,7082.419921875,7082.419921875,78055900
2023-02-01,7087.2001953125,7110.2099609375,7059.60986328125,7077.10986328125,7077.10986328125,63651600
2023-02-02,7110.02978515625,7184.68994140625,7079.41015625,7166.27001953125,7166.27001953125,95949900
2023-02-03,7136.39990234375,7233.93994140625,7113.419921875,7233.93994140625,7233.93994140625,89988400
2023-02-06,7181.97021484375,7187.27001953125,7104.52001953125,7137.10009765625,7137.10009765625,68293300
2023-02-07,7145.83984375,7154.509765625,7108.4599609375,7132.35009765625,7132.35009765625,73508000
2023-02-08,7181.580078125,7190.85986328125,7119.830078125,7119.830078125,7119.830078125,84748800
2023-02-09,7179.64013671875,7225.8798828125,7179.64013671875,7188.35986328125,7188.35986328125,81784900
2023-02-10,7165.41015625,7182.919921875,7074.6298828125,7129.72998046875,7129.72998046875,79146100
2023-02-13,7147.47998046875,7213.93994140625,7138.91015625,7208.58984375,7208.58984375,57944800
2023-02-14,7225.2998046875,7271.47998046875,7204.509765625,7213.81005859375,7213.81005859375,73276800
2023-02-15,7206.830078125,7318.77978515625,7200.72998046875,7300.85986328125,7300.85986328125,75504300
2023-02-16,7346.2998046875,7387.2900390625,7325.75,7366.16015625,7366.16015625,91730300
2023-02-17,7311.14013671875,7368.0,7267.77001953125,7347.72021484375,7347.72021484375,80226800
2023-02-20,7361.2099609375,7363.41015625,7318.72998046875,7335.60986328125,7335.60986328125,48622700
2023-02-21,7319.93017578125,7342.68017578125,7241.2099609375,7308.64990234375,7308.64990234375,68754800
2023-02-22,7282.490234375,7307.81982421875,7231.6298828125,7299.259765625,7299.259765625,83809200
2023-02-23,7309.02978515625,7357.68017578125,7301.419921875,7317.43017578125,7317.43017578125,79939200
2023-02-24,7359.759765625,7366.06982421875,7187.27001953125,7187.27001953125,7187.27001953125,94517800
2023-02-27,7243.02978515625,7324.02978515625,7243.02978515625,7295.5498046875,7295.5498046875,69314300
2023-02-28,7253.5400390625,7317.97998046875,7249.47021484375,7267.93017578125,7267.93017578125,102729300
2023-03-01,7279.33984375,7327.2900390625,7219.39990234375,7234.25,7234.25,79246600
2023-03-02,7176.41015625,7286.240234375,7169.66015625,7284.22021484375,7284.22021484375,70461500
2023-03-03,7313.47998046875,7358.0400390625,7308.14990234375,7348.1201171875,7348.1201171875,0
2023-03-06,7385.75,7401.14990234375,7349.97998046875,7373.2099609375,7373.2099609375,68683500
2023-03-07,7355.8701171875,7398.02978515625,7336.2001953125,7339.27001953125,7339.27001953125,64092400
2023-03-08,7305.919921875,7346.6201171875,7305.919921875,7324.759765625,7324.759765625,56907200
2023-03-09,7317.43017578125,7333.22021484375,7274.0498046875,7315.8798828125,7315.8798828125,64735900
2023-03-10,7193.3701171875,7256.47998046875,7166.89013671875,7220.669921875,7220.669921875,99781300
2023-03-13,7211.43994140625,7211.43994140625,6979.5498046875,7011.5,7011.5,141250200
2023-03-14,7029.22021484375,7162.56982421875,6989.9599609375,7141.56982421875,7141.56982421875,100862300
2023-03-15,7123.2001953125,7123.2001953125,6861.6298828125,6885.7099609375,6885.7099609375,174797900
2023-03-16,6987.6298828125,7063.31005859375,6876.60986328125,7025.72021484375,7025.72021484375,132832700
2023-03-17,7086.10009765625,7104.75,6895.72998046875,6925.39990234375,6925.39990234375,203828600
2023-03-20,6900.89990234375,7049.759765625,6796.2099609375,7013.14013671875,7013.14013671875,0
2023-03-21,7089.009765625,7150.330078125,7083.81005859375,7112.91015625,7112.91015625,94861700
2023-03-22,7105.31982421875,7157.72998046875,7080.18017578125,7131.1201171875,7131.1201171875,65186100
2023-03-23,7118.14013671875,7149.919921875,7073.5,7139.25,7139.25,0
2023-03-24,7108.16015625,7108.66015625,6953.580078125,7015.10009765625,7015.10009765625,0
2023-03-27,7103.52978515625,7119.58984375,7039.08984375,7078.27001953125,7078.27001953125,80202400
