Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,7451.7001953125,7626.39990234375,7448.7001953125,7554.10009765625,7554.10009765625,914070400
2023-01-04,7554.10009765625,7609.2998046875,7545.2001953125,7585.2001953125,7585.2001953125,753877000
2023-01-05,7585.2001953125,7658.7998046875,7564.7001953125,7633.5,7633.5,883850800
2023-01-06,7633.5,7700.7998046875,7633.5,7699.5,7699.5,813538800
2023-01-09,7699.5,7725.7001953125,7688.7001953125,7724.89990234375,7724.89990234375,847858600
2023-01-10,7724.89990234375,7724.89990234375,7684.39990234375,7694.5,7694.5,933139900
2023-01-11,7694.5,7772.39990234375,7694.39990234375,7725.0,7725.0,1041280000
2023-01-12,7725.0,7809.10009765625,7724.60009765625,7794.0,7794.0,738395600
2023-01-13,7794.0,7865.0,7793.60009765625,7844.10009765625,7844.10009765625,754267100
2023-01-16,7844.10009765625,7867.2001953125,7841.89990234375,7860.10009765625,7860.10009765625,662559400
2023-01-17,7860.10009765625,7875.60009765625,7830.39990234375,7851.0,7851.0,992753700
2023-01-18,7851.0,7867.39990234375,7824.7001953125,7830.7001953125,7830.7001953125,963849600
2023-01-19,7830.7001953125,7830.7998046875,7726.2001953125,7747.2998046875,7747.2998046875,732044900
2023-01-20,7747.2998046875,7790.89990234375,7747.2998046875,7770.60009765625,7770.60009765625,801110300
2023-01-23,7770.60009765625,7811.2001953125,7768.5,7784.7001953125,7784.7001953125,562127700
2023-01-24,7784.7001953125,7800.89990234375,7741.7998046875,7757.39990234375,7757.39990234375,754271900
2023-01-25,7757.39990234375,7773.60009765625,7710.7998046875,7744.89990234375,7744.89990234375,717266400
2023-01-26,7744.89990234375,7787.60009765625,7744.89990234375,7761.10009765625,7761.10009765625,828610300
2023-01-27,7761.10009765625,7777.39990234375,7742.10009765625,7765.2001953125,7765.2001953125,709941200
2023-01-30,7765.2001953125,7790.7001953125,7718.2998046875,7784.89990234375,7784.89990234375,1123538000
2023-01-31,7784.89990234375,7784.89990234375,7708.2998046875,7771.7001953125,7771.7001953125,838335600
2023-02-01,7771.7001953125,7798.5,7745.39990234375,7761.10009765625,7761.10009765625,924663100
2023-02-02,7761.10009765625,7837.7998046875,7758.5,7820.2001953125,7820.2001953125,726760200
2023-02-03,7820.2001953125,7906.60009765625,7806.89990234375,7901.7998046875,7901.7998046875,713859100
2023-02-06,7901.7998046875,7901.7998046875,7808.39990234375,7836.7001953125,7836.7001953125,665926500
2023-02-07,7836.7001953125,7890.7998046875,7835.39990234375,7864.7001953125,7864.7001953125,777311900
2023-02-08,7864.7001953125,7934.2998046875,7864.7001953125,7885.2001953125,7885.2001953125,587150400
