Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,13992.7099609375,14095.91015625,13976.4404296875,14069.259765625,14069.259765625,34978500
2023-01-03,14116.0703125,14293.8701171875,14083.759765625,14181.669921875,14181.669921875,57907500
2023-01-04,14266.98046875,14492.7802734375,14264.599609375,14490.7802734375,14490.7802734375,76221600
2023-01-05,14451.23046875,14501.599609375,14403.73046875,14436.3095703125,14436.3095703125,60947500
2023-01-06,14476.7197265625,14610.23046875,14388.98046875,14610.01953125,14610.01953125,55433700
2023-01-09,14650.73046875,14832.8896484375,14628.6103515625,14792.830078125,14792.830078125,64976500
2023-01-10,14741.9697265625,14790.8203125,14692.740234375,14774.599609375,14774.599609375,57438600
2023-01-11,14805.400390625,14965.4697265625,14794.990234375,14947.91015625,14947.91015625,66367800
2023-01-12,14972.2802734375,15095.0302734375,14934.509765625,15058.2998046875,15058.2998046875,65971500
2023-01-13,15063.2099609375,15132.3701171875,15041.16015625,15086.51953125,15086.51953125,66451100
2023-01-16,15112.0498046875,15153.1904296875,15083.9404296875,15134.0400390625,15134.0400390625,42102700
2023-01-17,15130.0302734375,15269.7099609375,15083.9501953125,15187.0703125,15187.0703125,57914400
2023-01-18,15182.9501953125,15250.3603515625,15156.8896484375,15181.7998046875,15181.7998046875,58258000
2023-01-19,15115.5498046875,15134.0703125,14906.26953125,14920.3603515625,14920.3603515625,64167400
2023-01-20,14986.51953125,15034.4296875,14940.6796875,15033.5595703125,15033.5595703125,64031100
2023-01-23,15077.400390625,15145.900390625,15022.830078125,15102.9501953125,15102.9501953125,39903900
2023-01-24,15140.5,15147.4501953125,15022.5498046875,15093.1103515625,15093.1103515625,48335400
2023-01-25,15095.7197265625,15114.41015625,14969.650390625,15081.6396484375,15081.6396484375,53589900
2023-01-26,15146.2900390625,15151.5400390625,15068.7197265625,15132.849609375,15132.849609375,62001200
2023-01-27,15115.75,15186.490234375,15077.6201171875,15150.0302734375,15150.0302734375,55135800
2023-01-30,15070.2998046875,15161.0703125,14988.98046875,15126.080078125,15126.080078125,54664400
2023-01-31,15081.169921875,15136.2197265625,14993.58984375,15128.26953125,15128.26953125,57047200
2023-02-01,15125.1201171875,15222.33984375,15107.830078125,15180.740234375,15180.740234375,57095200
2023-02-02,15275.0,15520.9697265625,15264.3095703125,15509.1904296875,15509.1904296875,122979300
2023-02-03,15408.400390625,15476.669921875,15347.8603515625,15476.4296875,15476.4296875,76253700
2023-02-06,15367.0400390625,15406.9296875,15275.5703125,15345.91015625,15345.91015625,54430400
2023-02-07,15359.58984375,15363.41015625,15273.599609375,15320.8798828125,15320.8798828125,56184100
2023-02-08,15450.669921875,15486.1298828125,15371.9296875,15412.0498046875,15412.0498046875,61344800
2023-02-09,15560.150390625,15658.5595703125,15519.6298828125,15523.419921875,15523.419921875,66247500
2023-02-10,15438.9404296875,15487.98046875,15246.3896484375,15307.98046875,15307.98046875,65755600
2023-02-13,15322.0595703125,15409.26953125,15305.9404296875,15397.33984375,15397.33984375,38580400
2023-02-14,15419.0,15526.2802734375,15366.3701171875,15380.5595703125,15380.5595703125,56427200
2023-02-15,15394.4404296875,15520.3896484375,15388.849609375,15506.33984375,15506.33984375,49065600
2023-02-16,15612.4296875,15634.0400390625,15417.169921875,15533.6396484375,15533.6396484375,66113500
2023-02-17,15372.0595703125,15514.7197265625,15300.419921875,15482.0,15482.0,70462400
2023-02-20,15524.16015625,15532.4404296875,15436.7900390625,15477.5498046875,15477.5498046875,33610800
2023-02-21,15450.6201171875,15470.51953125,15286.7099609375,15397.6201171875,15397.6201171875,47050500
2023-02-22,15342.599609375,15408.580078125,15247.5,15399.8896484375,15399.8896484375,54879700
2023-02-23,15453.2900390625,15552.76953125,15433.9697265625,15475.6904296875,15475.6904296875,51347600
2023-02-24,15501.8203125,15530.4599609375,15162.48046875,15209.740234375,15209.740234375,141484400
2023-02-27,15351.6298828125,15481.0595703125,15351.6298828125,15381.4296875,15381.4296875,58764200
2023-02-28,15299.7900390625,15443.169921875,15289.4296875,15365.1396484375,15365.1396484375,93757000
2023-03-01,15399.91015625,15478.83984375,15254.1103515625,15305.01953125,15305.01953125,72243100
2023-03-02,15171.0703125,15329.2900390625,15150.669921875,15327.6396484375,15327.6396484375,62593100
2023-03-03,15430.66015625,15590.4404296875,15409.990234375,15578.3896484375,15578.3896484375,67122500
2023-03-06,15597.900390625,15677.9296875,15587.7802734375,15653.580078125,15653.580078125,69392600
2023-03-07,15638.4404296875,15706.3701171875,15544.0703125,15559.5302734375,15559.5302734375,68603300
2023-03-08,15528.8095703125,15667.2099609375,15524.849609375,15631.8701171875,15631.8701171875,64604200
2023-03-09,15619.75,15667.0498046875,15535.1298828125,15633.2099609375,15633.2099609375,59687500
2023-03-10,15369.669921875,15495.8701171875,15316.3798828125,15427.9697265625,15427.9697265625,114116400
2023-03-13,15435.16015625,15435.8095703125,14887.4404296875,14959.4697265625,14959.4697265625,157697900
2023-03-14,15016.5302734375,15272.1103515625,14951.7099609375,15232.830078125,15232.830078125,101464500
2023-03-15,15175.4404296875,15246.169921875,14702.91015625,14735.259765625,14735.259765625,157452200
2023-03-16,14973.83984375,15018.3095703125,14664.169921875,14967.099609375,14967.099609375,141054600
2023-03-17,15073.759765625,15153.1103515625,14694.259765625,14768.2001953125,14768.2001953125,217024000
2023-03-20,14715.400390625,14980.4296875,14458.3896484375,14933.3798828125,14933.3798828125,125262600
2023-03-21,15062.0595703125,15253.099609375,15055.9296875,15195.33984375,15195.33984375,94322300
2023-03-22,15174.669921875,15298.490234375,15166.9501953125,15216.1904296875,15216.1904296875,82685900
2023-03-23,15178.25,15244.3203125,15078.7197265625,15210.3896484375,15210.3896484375,82739800
2023-03-24,15135.5,15135.650390625,14809.8203125,14957.23046875,14957.23046875,181078000
2023-03-27,15133.6796875,15185.349609375,15020.0703125,15127.6796875,15127.6796875,90911900
2023-03-28,15255.9296875,15261.490234375,15103.759765625,15142.01953125,15142.01953125,73013800
2023-03-29,15242.51953125,15342.26953125,15186.75,15328.7802734375,15328.7802734375,81824600
2023-03-30,15429.3798828125,15536.419921875,15424.6904296875,15522.400390625,15522.400390625,77412500
2023-03-31,15568.3701171875,15659.0595703125,15499.83984375,15628.83984375,15628.83984375,86968700
2023-04-03,15623.4501953125,15659.349609375,15553.900390625,15580.919921875,15580.919921875,70893100
2023-04-04,15639.01953125,15736.5595703125,15601.400390625,15603.4697265625,15603.4697265625,64484200
2023-04-05,15611.6796875,15627.2900390625,15482.8798828125,15520.169921875,15520.169921875,78217100
2023-04-06,15530.2001953125,15601.490234375,15509.08984375,15597.8896484375,15597.8896484375,62790900
2023-04-11,15710.4501953125,15726.01953125,15625.7900390625,15655.169921875,15655.169921875,63070200
2023-04-12,15689.1396484375,15827.2802734375,15668.2001953125,15703.599609375,15703.599609375,65206700
2023-04-13,15708.2099609375,15754.990234375,15675.150390625,15729.4599609375,15729.4599609375,53361500
